order_id,order_date,customer_id,product_id,product_category,country,region,currency_code,sales_channel,payment_method,quantity,unit_price_local,cost_per_unit_local,discount_pct
ORDUK0003011,2025-11-01,CUST00048,PROD0139,Home,UK,Europe,GBP,Online,Apple Pay,4,95.23,56.64,0.29
ORDUK0003012,03/01/2025,CUST00345,PROD0017,Electronics,UK,Europe,GBP,Online,Apple Pay,6,2234.07,1505.56,0.02
ORDUK0003013,05/16/2025,CUST00278,PROD0091,Fashion,UK,Europe,GBP,In-Store,Google Pay,7,248.92,107.72,0.2
ORDUK0003014,09/04/2025,CUST00199,PROD0106,Home,UK,Europe,GBP,Online,Card,2,562.56,277.12,0.14
ORDUK0003015,02/28/2025,CUST00084,PROD0108,Home,UK,Europe,GBP,In-Store,PayPal,2,412.21,211.89,0.03
ORDUK0003016,2025-08-29,CUST00477,PROD0021,Electronics,UK,Europe,GBP,Online,Cash,1,222.03,133.78,0.26
ORDUK0003017,08/03/2025,CUST00446,PROD0055,Electronics,UK,Europe,GBP,In-Store,Apple Pay,9,2076.78,1093.92,0.04
ORDUK0003018,30/03/2025,CUST00203,PROD0045,Electronics,UK,Europe,GBP,Mobile,Apple Pay,2,745.68,506.87,0.09
ORDUK0003019,09/28/2025,CUST00041,PROD0059,Electronics,UK,Europe,GBP,Online,Cash,7,2252.21,1483.79,0.02
ORDUK0003020,01/29/2025,CUST00471,PROD0086,Fashion,UK,Europe,GBP,In-Store,Google Pay,6,61.67,30.79,0.07
ORDUK0003021,03/02/2025,CUST00162,PROD0070,Fashion,UK,Europe,GBP,Online,Card,4,61.96,28.11,0.17
ORDUK0002947,02/22/2025,CUST00454,PROD0124,Home,UK,Europe,GBP,In-Store,Card,2,561.56,300.73,0.13
ORDUK0003022,2025-09-12,CUST00193,PROD0106,Home,UK,Europe,GBP,In-Store,Bank Transfer,9,279.81,159.61,0.14
ORDUK0003023,04/27/2025,CUST00137,PROD0094,Fashion,UK,Europe,GBP,Online,Bank Transfer,5,264.52,122.48,0.07
ORDUK0003024,2025-12-01,CUST00487,PROD0102,Fashion,UK,Europe,GBP,Online,PayPal,1,60.17,27.23,0.05
ORDUK0003025,26/12/2025,CUST00467,PROD0043,Electronics,UK,Europe,GBP,In-Store,Card,1,2018.63,1087.17,
ORDUK0003026,2025-07-23,CUST00481,PROD0100,Fashion,UK,Europe,GBP,In-Store,PayPal,10,159.43,75.89,0.24
ORDUK0003027,10/20/2025,CUST00450,PROD0091,Fashion,UK,Europe,GBP,In-Store,PayPal,3,171.46,79.88,0.06
ORDUK0003028,05/28/2025,CUST00461,PROD0117,Home,UK,Europe,GBP,Online,Bank Transfer,6,522.63,222.82,0.22
ORDUK0003029,2025-04-01,CUST00202,PROD0188,Sports,UK,Europe,GBP,Online,Bank Transfer,1,188.47,93.46,0.2
ORDUK0003030,03/04/2025,CUST00451,PROD0049,Electronics,UK,Europe,GBP,Mobile,Apple Pay,10,930.76,488.76,0.23
ORDUK0003031,05/04/2025,CUST00218,PROD0006,Electronics,UK,Europe,GBP,Online,PayPal,4,1369.89,769.78,0.13
ORDUK0003032,05/14/2025,CUST00251,PROD0068,Fashion,UK,Europe,GBP,Online,Apple Pay,8,95.74,39.66,0.07
ORDUK0003033,2025-02-21,CUST00058,PROD0051,Electronics,UK,Europe,GBP,Mobile,Apple Pay,5,585.07,338.8,0.14
ORDUK0003034,2025-11-13,CUST00116,PROD0065,Fashion,UK,Europe,GBP,In-Store,Card,6,398.64,160.7,0.24
ORDUK0003035,2025-01-02,CUST00203,PROD0171,Beauty,UK,Europe,GBP,Online,Bank Transfer,9,93.59,40.19,0.18
ORDUK0003036,18/04/2025,CUST00077,PROD0137,Home,UK,Europe,GBP,In-Store,PayPal,2,276.47,150.01,0.04
ORDUK0003037,2025-12-04,CUST00092,PROD0007,Electronics,UK,Europe,GBP,Online,Bank Transfer,1,1267.25,676.45,0.2
ORDUK0003038,2025-05-23,CUST00439,PROD0097,Fashion,UK,Europe,GBP,Mobile,Apple Pay,2,88.95,35.91,0.05
ORDUK0003039,2025-05-08,CUST00107,PROD0031,Electronics,UK,Europe,GBP,In-Store,Google Pay,8,289.2,184.59,0.17
ORDUK0003040,09/03/2025,CUST00487,PROD0153,Beauty,UK,Europe,GBP,Mobile,Cash,8,172.99,61.74,0.04
ORDUK0003041,04/06/2025,CUST00474,PROD0096,Fashion,UK,Europe,GBP,Online,Card,-1,103.43,40.49,0.07
ORDUK0003042,2025-11-03,CUST00380,PROD0078,Fashion,UK,Europe,GBP,In-Store,Apple Pay,1,99.0,48.36,0.13
ORDUK0003043,04/25/2025,CUST00439,PROD0067,Fashion,UK,Europe,GBP,Online,Bank Transfer,7,88.39,46.25,0.01
ORDUK0003044,06/14/2025,CUST00342,PROD0176,Sports,UK,Europe,GBP,Mobile,Card,9,62.96,27.5,0.22
ORDUK0003045,10/12/2025,CUST00252,PROD0103,Fashion,UK,Europe,GBP,In-Store,Apple Pay,6,46.73,25.15,0.16
ORDUK0003046,26/03/2025,CUST00436,PROD0200,Sports,UK,Europe,GBP,In-Store,Apple Pay,2,347.39,165.6,0.1
ORDUK0003047,18/01/2025,CUST00464,PROD0048,Electronics,UK,Europe,GBP,In-Store,PayPal,8,293.01,193.45,0.06
ORDUK0003048,2025-02-05,CUST00126,PROD0051,Electronics,UK,Europe,GBP,Online,Card,10,931.11,590.18,
ORDUK0003049,2025-05-11,CUST00109,PROD0118,Home,UK,Europe,GBP,Online,PayPal,8,44.72,26.41,0.19
ORDUK0003050,10/25/2025,CUST00094,PROD0035,Electronics,UK,Europe,GBP,Mobile,Google Pay,6,1365.8,693.98,0.03
ORDUK0003051,06/02/2025,CUST00218,PROD0105,Fashion,UK,Europe,GBP,Online,Bank Transfer,4,80.29,42.51,0.02
ORDUK0003052,2025-12-05,CUST00231,PROD0164,Beauty,UK,Europe,GBP,Online,Apple Pay,8,116.13,39.66,
ORDUK0003053,2025-01-18,CUST00006,PROD0169,Beauty,UK,Europe,GBP,Online,PayPal,10,13.86,5.02,0.21
ORDUK0003054,06/11/2025,CUST00381,PROD0097,Fashion,UK,Europe,GBP,In-Store,Apple Pay,5,129.13,58.63,0.13
ORDUK0003055,17/08/2025,CUST00458,PROD0066,Fashion,UK,Europe,GBP,Online,Card,5,45.82,24.87,0.03
ORDUK0003056,16/06/2025,CUST00308,PROD0197,Sports,UK,Europe,GBP,Online,Cash,-3,36.01,19.13,0.24
ORDUK0003057,01/13/2025,CUST00323,PROD0108,Home,UK,Europe,GBP,Online,Card,5,528.95,255.4,0.02
ORDUK0003058,20/05/2025,CUST00212,PROD0077,Fashion,UK,Europe,GBP,Online,PayPal,-3,30.08,15.98,0.09
ORDUK0003059,25/08/2025,CUST00459,PROD0100,Fashion,UK,Europe,GBP,In-Store,Card,9,328.65,144.5,0.01
ORDUK0003060,22/07/2025,CUST00046,PROD0124,Home,UK,Europe,GBP,Online,PayPal,4,336.99,183.8,0.22
ORDUK0003061,24/02/2025,CUST00124,PROD0043,Electronics,UK,Europe,GBP,Online,Bank Transfer,9,1736.34,983.23,0.01
ORDUK0003062,06/02/2025,CUST00199,PROD0190,Sports,UK,Europe,GBP,Online,Bank Transfer,8,333.3,162.37,0.22
ORDUK0003063,2025-02-21,CUST00084,PROD0172,Beauty,UK,Europe,GBP,Online,Cash,3,129.1,44.14,0.14
ORDUK0003064,2025-07-31,CUST00389,PROD0179,Sports,UK,Europe,GBP,Online,Card,7,113.34,60.86,0.18
ORDUK0003065,2025-12-07,CUST00140,PROD0111,Home,UK,Europe,GBP,Online,PayPal,2,519.46,292.52,0.19
ORDUK0003066,2025-09-10,CUST00137,PROD0123,Home,UK,Europe,GBP,In-Store,Apple Pay,8,458.97,219.59,0.22
ORDUK0003067,22/10/2025,CUST00121,PROD0034,Electronics,UK,Europe,GBP,Online,Card,7,948.43,604.09,0.27
ORDUK0003068,2025-11-26,CUST00204,PROD0115,Home,UK,Europe,GBP,Online,Apple Pay,8,353.68,189.55,0.07
ORDUK0003069,03/08/2025,CUST00289,PROD0136,Home,UK,Europe,GBP,Mobile,PayPal,9,65.36,30.37,0.11
ORDUK0003070,08/05/2025,CUST00030,PROD0068,Fashion,UK,Europe,GBP,Mobile,Bank Transfer,7,327.52,148.54,0.12
ORDUK0003071,11/04/2025,CUST00223,PROD0008,Electronics,UK,Europe,GBP,Mobile,Card,3,954.9,590.52,0.03
ORDUK0003072,29/09/2025,CUST00109,PROD0061,Fashion,UK,Europe,GBP,Online,Google Pay,2,34.81,15.45,0.22
ORDUK0003073,09/06/2025,CUST00182,PROD0132,Home,UK,Europe,GBP,In-Store,Google Pay,8,580.94,339.85,0.08
ORDUK0003074,01/29/2025,CUST00328,PROD0160,Beauty,UK,Europe,GBP,Mobile,Cash,2,71.2,35.12,0.08
ORDUK0003075,03/10/2025,CUST00138,PROD0145,Home,UK,Europe,GBP,Online,Card,4,314.74,186.0,0.22
ORDUK0003076,2025-07-19,CUST00290,PROD0136,Home,UK,Europe,GBP,Online,Card,5,584.07,245.65,0.1
ORDUK0003077,2025-01-06,CUST00293,PROD0200,Sports,UK,Europe,GBP,Online,PayPal,3,194.23,102.4,0.14
ORDUK0003078,09/12/2025,CUST00121,PROD0096,Fashion,UK,Europe,GBP,Mobile,Bank Transfer,3,300.77,147.28,0.12
ORDUK0003079,10/04/2025,CUST00422,PROD0100,Fashion,UK,Europe,GBP,In-Store,Card,5,124.08,50.79,0.18
ORDUK0003080,07/04/2025,CUST00349,PROD0045,Electronics,UK,Europe,GBP,Online,PayPal,2,1166.03,630.02,0.23
ORDUK0003081,24/02/2025,CUST00438,PROD0032,Electronics,UK,Europe,GBP,Mobile,Bank Transfer,2,1065.54,713.99,0.1
ORDUK0003082,2025-06-25,CUST00261,PROD0072,Fashion,UK,Europe,GBP,Online,Card,2,155.76,75.42,0.14
ORDUK0003083,01/24/2025,CUST00246,PROD0043,Electronics,UK,Europe,GBP,In-Store,Card,5,2088.34,1262.01,0.28
ORDUK0003084,2025-10-21,CUST00181,PROD0028,Electronics,UK,Europe,GBP,Online,Apple Pay,2,1447.67,747.36,0.17
ORDUK0003085,2025-11-27,CUST00237,PROD0113,Home,UK,Europe,GBP,Online,Apple Pay,5,62.08,26.84,0.05
ORDUK0003086,11/08/2025,CUST00384,PROD0154,Beauty,UK,Europe,GBP,In-Store,Card,3,14.67,5.19,0.24
ORDUK0003087,17/07/2025,CUST00107,PROD0195,Sports,UK,Europe,GBP,In-Store,Bank Transfer,4,209.41,118.71,0.17
ORDUK0003088,05/27/2025,CUST00377,PROD0104,Fashion,UK,Europe,GBP,In-Store,Card,8,115.5,56.22,0.1
ORDUK0003089,02/04/2025,CUST00486,PROD0169,Beauty,UK,Europe,GBP,Online,Card,8,107.83,50.31,0.11
ORDUK0003090,06/08/2025,CUST00203,PROD0071,Fashion,UK,Europe,GBP,In-Store,Card,5,278.34,139.03,0.14
ORDUK0003091,10/29/2025,CUST00224,PROD0137,Home,UK,Europe,GBP,In-Store,Google Pay,5,521.94,226.66,0.16
ORDUK0003092,12/05/2025,CUST00085,PROD0091,Fashion,UK,Europe,GBP,In-Store,PayPal,1,135.46,61.68,0.26
ORDUK0003093,15/07/2025,CUST00147,PROD0171,Beauty,UK,Europe,GBP,Online,Apple Pay,6,92.63,30.88,0.04
ORDUK0003094,05/01/2025,CUST00093,PROD0058,Electronics,UK,Europe,GBP,Mobile,Bank Transfer,5,735.98,459.2,0.3
ORDUK0003095,2025-05-30,CUST00016,PROD0067,Fashion,UK,Europe,GBP,Online,Apple Pay,2,243.41,107.81,0.2
ORDUK0003096,04/06/2025,CUST00367,PROD0138,Home,UK,Europe,GBP,Online,Apple Pay,2,495.06,250.44,0.22
ORDUK0003097,2025-05-21,CUST00484,PROD0135,Home,UK,Europe,GBP,Online,Google Pay,7,572.88,323.3,0.0
ORDUK0003098,20/04/2025,CUST00339,PROD0190,Sports,UK,Europe,GBP,Online,Apple Pay,1,47.53,26.59,
ORDUK0003099,07/31/2025,CUST00008,PROD0011,Electronics,UK,Europe,GBP,Online,Apple Pay,3,2310.45,1221.47,0.27
ORDUK0003100,26/09/2025,CUST00487,PROD0074,Fashion,UK,Europe,GBP,Online,Apple Pay,7,44.88,24.04,0.03
ORDUK0003101,22/01/2025,CUST00458,PROD0047,Electronics,UK,Europe,GBP,Mobile,Card,1,2485.67,1257.4,0.02
ORDUK0003102,12/29/2025,CUST00098,PROD0005,Electronics,UK,Europe,GBP,In-Store,Card,7,286.58,193.02,0.18
ORDUK0003103,11/09/2025,CUST00242,PROD0123,Home,UK,Europe,GBP,In-Store,PayPal,5,551.15,315.08,0.04
ORDUK0003104,02/04/2025,CUST00057,PROD0151,Beauty,UK,Europe,GBP,Online,Card,10,159.04,69.87,0.12
ORDUK0003105,05/13/2025,CUST00196,PROD0127,Home,UK,Europe,GBP,In-Store,Card,2,484.27,229.55,0.24
ORDUK0003106,2025-02-08,CUST00436,PROD0176,Sports,UK,Europe,GBP,Online,Apple Pay,8,33.87,14.59,0.16
ORDUK0003107,2025-05-19,CUST00384,PROD0154,Beauty,UK,Europe,GBP,Online,Google Pay,5,136.92,59.2,0.23
ORDUK0003108,2025-09-29,CUST00395,PROD0107,Home,UK,Europe,GBP,Online,Card,6,498.72,229.87,0.2
ORDUK0003109,13/11/2025,CUST00003,PROD0077,Fashion,UK,Europe,GBP,Online,Card,10,274.48,109.73,0.27
ORDUK0003110,10/02/2025,CUST00116,PROD0095,Fashion,UK,Europe,GBP,In-Store,Card,5,107.49,47.42,0.2
ORDUK0003111,20/07/2025,CUST00254,PROD0135,Home,UK,Europe,GBP,In-Store,Bank Transfer,2,524.71,294.37,0.01
ORDUK0003112,23/08/2025,CUST00260,PROD0054,Electronics,UK,Europe,GBP,In-Store,Card,1,162.79,94.55,0.08
ORDUK0003113,08/12/2025,CUST00082,PROD0090,Fashion,UK,Europe,GBP,In-Store,PayPal,1,187.55,86.83,0.18
ORDUK0003114,30/04/2025,CUST00382,PROD0049,Electronics,UK,Europe,GBP,In-Store,Card,10,2019.54,1050.03,0.29
ORDUK0003115,11/04/2025,CUST00024,PROD0075,Fashion,UK,Europe,GBP,Mobile,PayPal,1,360.74,178.65,0.21
ORDUK0003116,2025-05-27,CUST00085,PROD0078,Fashion,UK,Europe,GBP,Online,Google Pay,9,395.86,186.73,0.2
ORDUK0003117,2025-02-01,CUST00406,PROD0069,Fashion,UK,Europe,GBP,Online,Card,9,227.39,92.16,0.2
ORDUK0003118,2025-03-28,CUST00454,PROD0102,Fashion,UK,Europe,GBP,Online,Bank Transfer,8,48.35,25.78,0.19
ORDUK0003119,20/07/2025,CUST00278,PROD0008,Electronics,UK,Europe,GBP,Mobile,Apple Pay,7,506.43,305.41,0.29
ORDUK0003120,09/04/2025,CUST00415,PROD0199,Sports,UK,Europe,GBP,Mobile,Card,4,343.67,160.71,0.28
ORDUK0003121,22/05/2025,CUST00477,PROD0021,Electronics,UK,Europe,GBP,Online,PayPal,1,1059.94,581.15,0.17
ORDUK0003122,2025-11-29,CUST00027,PROD0058,Electronics,UK,Europe,GBP,Online,Card,4,1644.6,907.41,0.02
ORDUK0003123,04/10/2025,CUST00014,PROD0081,Fashion,UK,Europe,GBP,In-Store,Cash,4,344.37,175.07,0.07
ORDUK0003124,2025-04-26,CUST00455,PROD0004,Electronics,UK,Europe,GBP,Mobile,Apple Pay,1,1815.96,1107.12,0.19
ORDUK0003125,12/16/2025,CUST00162,PROD0056,Electronics,UK,Europe,GBP,Online,Bank Transfer,-2,1248.57,761.51,0.25
ORDUK0003126,15/05/2025,CUST00097,PROD0147,Beauty,UK,Europe,GBP,Online,PayPal,1,37.17,14.94,0.03
ORDUK0002955,01/26/2025,CUST00001,PROD0041,Electronics,UK,Europe,GBP,Mobile,PayPal,8,921.75,540.88,0.15
ORDUK0003127,13/01/2025,CUST00356,PROD0020,Electronics,UK,Europe,GBP,Online,Card,1,1194.37,671.24,0.0
ORDUK0003128,13/06/2025,CUST00345,PROD0065,Fashion,UK,Europe,GBP,Mobile,Card,5,200.54,79.34,0.15
ORDUK0003129,07/05/2025,CUST00384,PROD0106,Home,UK,Europe,GBP,Online,Google Pay,2,531.25,283.86,0.01
ORDUK0003130,2025-01-12,CUST00298,PROD0009,Electronics,UK,Europe,GBP,Mobile,Card,1,2447.21,1547.36,0.1
ORDUK0003131,20/03/2025,CUST00262,PROD0152,Beauty,UK,Europe,GBP,Online,Bank Transfer,7,105.5,50.72,0.13
ORDUK0003132,10/18/2025,CUST00024,PROD0108,Home,UK,Europe,GBP,In-Store,Card,1,250.27,107.42,0.12
ORDUK0003133,03/05/2025,CUST00114,PROD0054,Electronics,UK,Europe,GBP,Online,Bank Transfer,2,471.72,262.43,0.02
ORDUK0003134,08/04/2025,CUST00497,PROD0079,Fashion,UK,Europe,GBP,Online,Cash,4,56.51,24.42,0.09
ORDUK0003135,2025-08-04,CUST00405,PROD0129,Home,UK,Europe,GBP,In-Store,PayPal,10,218.98,96.26,0.21
ORDUK0003136,2025-08-18,CUST00144,PROD0193,Sports,UK,Europe,GBP,In-Store,PayPal,4,99.15,51.69,0.06
ORDUK0003137,2025-04-24,CUST00366,PROD0153,Beauty,UK,Europe,GBP,In-Store,Bank Transfer,10,75.72,34.7,0.18
ORDUK0003138,01/03/2025,CUST00256,PROD0077,Fashion,UK,Europe,GBP,In-Store,Card,7,373.33,169.08,0.01
ORDUK0003139,26/08/2025,CUST00249,PROD0071,Fashion,UK,Europe,GBP,Online,PayPal,7,100.95,47.0,0.29
ORDUK0003140,09/27/2025,CUST00151,PROD0036,Electronics,UK,Europe,GBP,Online,Google Pay,8,219.43,133.76,0.16
ORDUK0003141,27/08/2025,CUST00425,PROD0044,Electronics,UK,Europe,GBP,Online,Bank Transfer,2,157.48,93.11,0.24
ORDUK0003142,2025-08-24,CUST00194,PROD0158,Beauty,UK,Europe,GBP,Mobile,Bank Transfer,2,159.49,66.67,0.0
ORDUK0003143,2025-09-16,CUST00279,PROD0173,Beauty,UK,Europe,GBP,Mobile,Card,8,109.96,41.35,0.11
ORDUK0003144,12/01/2025,CUST00234,PROD0093,Fashion,UK,Europe,GBP,In-Store,Card,3,83.79,35.91,0.18
ORDUK0003145,03/05/2025,CUST00132,PROD0074,Fashion,UK,Europe,GBP,In-Store,PayPal,1,256.68,137.43,0.22
