order_id,order_date,customer_id,product_id,product_category,country,region,currency_code,sales_channel,payment_method,quantity,unit_price_local,cost_per_unit_local,discount_pct
ORDGER0005804,2025-03-19,CUST00220,PROD0014,Electronics,Germany,Europe,EUR,In-Store,PayPal,2,1938.68,1173.16,0.2
ORDGER0005805,2025-10-20,CUST00093,PROD0131,Home,Germany,Europe,EUR,Mobile,Cash,10,358.19,157.37,0.27
ORDGER0005806,11/08/2025,CUST00397,PROD0004,Electronics,Germany,Europe,EUR,Online,Apple Pay,4,2243.83,1396.69,0.08
ORDGER0005807,04/24/2025,CUST00270,PROD0011,Electronics,Germany,Europe,EUR,Mobile,Apple Pay,-2,1734.61,1109.6,0.29
ORDGER0005808,13/11/2025,CUST00208,PROD0001,Electronics,Germany,Europe,EUR,In-Store,Cash,9,1865.6,1220.2,0.09
ORDGER0005809,2025-07-28,CUST00196,PROD0092,Fashion,Germany,Europe,EUR,Online,Apple Pay,3,67.13,32.3,0.23
ORDGER0005810,2025-09-13,CUST00387,PROD0008,Electronics,Germany,Europe,EUR,Mobile,Card,7,1874.38,1003.5,
ORDGER0005811,01/12/2025,CUST00358,PROD0037,Electronics,Germany,Europe,EUR,In-Store,Card,6,1579.88,989.07,0.23
ORDGER0005812,17/01/2025,CUST00457,PROD0008,Electronics,Germany,Europe,EUR,In-Store,Google Pay,2,588.31,321.79,0.05
ORDGER0005813,13/06/2025,CUST00027,PROD0010,Electronics,Germany,Europe,EUR,Online,Cash,3,1552.12,902.22,0.22
ORDGER0005814,19/06/2025,CUST00055,PROD0081,Fashion,Germany,Europe,EUR,Online,Card,7,293.56,143.52,0.13
ORDGER0005815,20/07/2025,CUST00261,PROD0002,Electronics,Germany,Europe,EUR,Online,Apple Pay,4,196.43,99.17,0.01
ORDGER0005816,01/08/2025,CUST00121,PROD0022,Electronics,Germany,Europe,EUR,Online,Card,9,456.93,244.34,0.29
ORDGER0005817,16/02/2025,CUST00408,PROD0136,Home,Germany,Europe,EUR,Online,Card,6,85.25,48.39,0.11
ORDGER0005818,08/06/2025,CUST00494,PROD0068,Fashion,Germany,Europe,EUR,In-Store,Card,5,80.2,43.02,0.19
ORDGER0005819,05/04/2025,CUST00343,PROD0174,Beauty,Germany,Europe,EUR,In-Store,Apple Pay,6,25.2,8.94,0.14
ORDGER0005820,11/04/2025,CUST00111,PROD0083,Fashion,Germany,Europe,EUR,Mobile,Card,2,30.62,16.09,0.18
ORDGER0005821,2025-09-15,CUST00240,PROD0099,Fashion,Germany,Europe,EUR,In-Store,Card,8,315.36,154.46,0.3
ORDGER0005822,01/01/2025,CUST00215,PROD0100,Fashion,Germany,Europe,EUR,In-Store,Card,10,157.43,85.1,0.25
ORDGER0005823,03/14/2025,CUST00406,PROD0125,Home,Germany,Europe,EUR,Online,Google Pay,1,276.31,132.83,0.25
ORDGER0005824,2025-04-22,CUST00420,PROD0074,Fashion,Germany,Europe,EUR,Mobile,PayPal,9,314.5,123.47,0.24
ORDGER0005825,11/09/2025,CUST00275,PROD0155,Beauty,Germany,Europe,EUR,In-Store,Google Pay,2,56.99,21.69,0.25
ORDGER0005826,2025-10-28,CUST00359,PROD0051,Electronics,Germany,Europe,EUR,Online,Card,10,571.1,343.63,0.26
ORDGER0005827,2025-09-04,CUST00320,PROD0107,Home,Germany,Europe,EUR,Online,PayPal,10,563.04,304.92,0.18
ORDGER0005828,05/18/2025,CUST00331,PROD0017,Electronics,Germany,Europe,EUR,In-Store,Card,8,855.74,436.53,0.26
ORDGER0005829,09/03/2025,CUST00168,PROD0064,Fashion,Germany,Europe,EUR,Mobile,Bank Transfer,1,200.3,84.44,0.15
ORDGER0005830,2025-01-04,CUST00166,PROD0143,Home,Germany,Europe,EUR,Online,Card,7,427.73,244.51,0.16
ORDGER0005831,2025-07-16,CUST00299,PROD0168,Beauty,Germany,Europe,EUR,Online,PayPal,7,49.34,16.38,0.01
ORDGER0005832,2025-04-30,CUST00105,PROD0136,Home,Germany,Europe,EUR,Online,Card,6,109.42,58.61,0.15
ORDGER0005833,17/01/2025,CUST00374,PROD0158,Beauty,Germany,Europe,EUR,In-Store,Card,8,63.18,24.38,0.15
ORDGER0005834,2025-09-15,CUST00030,PROD0188,Sports,Germany,Europe,EUR,Online,Card,8,328.14,189.21,0.23
ORDGER0005835,2025-10-14,CUST00319,PROD0182,Sports,Germany,Europe,EUR,In-Store,Bank Transfer,8,327.63,165.17,0.03
ORDGER0005836,2025-01-29,CUST00297,PROD0032,Electronics,Germany,Europe,EUR,Online,Apple Pay,10,1066.38,720.15,0.2
ORDGER0005837,2025-09-19,CUST00182,PROD0118,Home,Germany,Europe,EUR,Online,Bank Transfer,4,413.45,228.09,0.18
ORDGER0005838,2025-01-30,CUST00371,PROD0166,Beauty,Germany,Europe,EUR,In-Store,Card,4,14.71,5.06,0.22
ORDGER0005839,2025-08-03,CUST00339,PROD0059,Electronics,Germany,Europe,EUR,Online,Card,10,1967.01,1310.33,0.06
ORDGER0005840,01/24/2025,CUST00195,PROD0184,Sports,Germany,Europe,EUR,In-Store,Apple Pay,8,320.18,175.69,0.06
ORDGER0005841,2025-12-10,CUST00054,PROD0015,Electronics,Germany,Europe,EUR,Online,Bank Transfer,10,431.64,241.6,0.2
ORDGER0005842,12/24/2025,CUST00046,PROD0132,Home,Germany,Europe,EUR,Online,Apple Pay,8,119.16,58.59,0.14
ORDGER0005843,08/06/2025,CUST00319,PROD0004,Electronics,Germany,Europe,EUR,Online,PayPal,1,2025.36,1068.99,0.18
ORDGER0005844,11/11/2025,CUST00198,PROD0045,Electronics,Germany,Europe,EUR,Mobile,Bank Transfer,2,1826.2,1116.29,0.26
ORDGER0005845,10/22/2025,CUST00376,PROD0170,Beauty,Germany,Europe,EUR,In-Store,Apple Pay,8,52.82,21.72,0.12
ORDGER0005846,26/10/2025,CUST00109,PROD0117,Home,Germany,Europe,EUR,In-Store,Google Pay,4,207.17,120.36,0.22
ORDGER0005847,2025-09-03,CUST00064,PROD0064,Fashion,Germany,Europe,EUR,Mobile,PayPal,10,253.41,134.55,0.23
ORDGER0005848,2025-10-28,CUST00387,PROD0063,Fashion,Germany,Europe,EUR,Online,Bank Transfer,5,209.5,96.27,0.26
ORDGER0005849,22/04/2025,CUST00156,PROD0166,Beauty,Germany,Europe,EUR,In-Store,Google Pay,1,24.93,10.46,0.17
ORDGER0005850,28/01/2025,CUST00234,PROD0070,Fashion,Germany,Europe,EUR,Online,Card,10,196.75,76.66,0.04
ORDGER0005851,2025-11-19,CUST00121,PROD0132,Home,Germany,Europe,EUR,Online,PayPal,1,359.57,176.06,
ORDGER0005852,2025-12-29,CUST00261,PROD0162,Beauty,Germany,Europe,EUR,Online,Bank Transfer,4,141.66,50.39,0.15
ORDGER0005853,12/13/2025,CUST00439,PROD0145,Home,Germany,Europe,EUR,In-Store,Cash,6,582.76,303.35,0.11
ORDGER0005854,2025-03-28,CUST00428,PROD0099,Fashion,Germany,Europe,EUR,Online,Cash,3,103.81,53.34,0.26
ORDGER0005752,2025-07-01,CUST00348,PROD0019,Electronics,Germany,Europe,EUR,Online,PayPal,9,1923.13,1023.32,0.18
ORDGER0005855,26/08/2025,CUST00224,PROD0024,Electronics,Germany,Europe,EUR,Online,Bank Transfer,2,327.63,195.34,0.03
ORDGER0005856,2025-10-07,CUST00494,PROD0169,Beauty,Germany,Europe,EUR,In-Store,Google Pay,10,176.88,79.39,0.03
ORDGER0005857,13/12/2025,CUST00394,PROD0036,Electronics,Germany,Europe,EUR,Mobile,Card,6,2066.95,1138.94,0.27
ORDGER0005858,10/11/2025,CUST00220,PROD0022,Electronics,Germany,Europe,EUR,Mobile,Card,8,242.11,134.74,
ORDGER0005859,2025-02-12,CUST00314,PROD0134,Home,Germany,Europe,EUR,Online,PayPal,4,73.32,36.66,0.12
ORDGER0005860,2025-09-03,CUST00353,PROD0115,Home,Germany,Europe,EUR,Online,Card,7,386.1,191.12,0.24
ORDGER0005861,10/15/2025,CUST00175,PROD0070,Fashion,Germany,Europe,EUR,Online,PayPal,9,226.13,113.93,0.07
ORDGER0005862,16/07/2025,CUST00225,PROD0190,Sports,Germany,Europe,EUR,Online,Card,6,128.14,56.07,0.08
ORDGER0005863,2025-09-22,CUST00471,PROD0027,Electronics,Germany,Europe,EUR,Mobile,Bank Transfer,2,2361.02,1285.74,0.28
ORDGER0005864,12/11/2025,CUST00006,PROD0109,Home,Germany,Europe,EUR,In-Store,Bank Transfer,10,300.23,161.9,0.03
ORDGER0005865,10/06/2025,CUST00086,PROD0054,Electronics,Germany,Europe,EUR,Online,Cash,2,199.36,111.85,0.14
ORDGER0005866,28/11/2025,CUST00125,PROD0156,Beauty,Germany,Europe,EUR,In-Store,PayPal,7,24.18,10.37,0.09
ORDGER0005867,09/12/2025,CUST00471,PROD0011,Electronics,Germany,Europe,EUR,Mobile,Bank Transfer,3,831.72,460.49,0.04
ORDGER0005868,19/06/2025,CUST00401,PROD0162,Beauty,Germany,Europe,EUR,Online,Google Pay,4,75.43,27.36,0.21
ORDGER0005869,15/03/2025,CUST00201,PROD0106,Home,Germany,Europe,EUR,In-Store,Bank Transfer,6,567.92,329.52,0.05
ORDGER0005870,11/18/2025,CUST00297,PROD0105,Fashion,Germany,Europe,EUR,In-Store,Card,4,156.23,81.64,0.04
ORDGER0005871,03/17/2025,CUST00205,PROD0141,Home,Germany,Europe,EUR,In-Store,Card,3,596.52,269.65,0.13
ORDGER0005872,2025-07-25,CUST00040,PROD0041,Electronics,Germany,Europe,EUR,Online,Apple Pay,1,291.89,167.52,0.23
ORDGER0005873,11/19/2025,CUST00402,PROD0071,Fashion,Germany,Europe,EUR,Mobile,Apple Pay,3,350.92,178.46,0.29
ORDGER0005874,2025-05-02,CUST00210,PROD0115,Home,Germany,Europe,EUR,Online,Card,5,323.56,188.32,0.23
ORDGER0005875,03/07/2025,CUST00047,PROD0105,Fashion,Germany,Europe,EUR,Online,Card,6,272.81,137.66,0.17
ORDGER0005876,24/02/2025,CUST00207,PROD0117,Home,Germany,Europe,EUR,In-Store,Card,10,378.51,167.99,0.23
ORDGER0005877,2025-10-31,CUST00343,PROD0035,Electronics,Germany,Europe,EUR,Online,Card,5,2100.51,1325.87,0.2
ORDGER0005878,2025-05-27,CUST00257,PROD0168,Beauty,Germany,Europe,EUR,In-Store,Card,1,23.45,10.94,0.12
ORDGER0005879,21/08/2025,CUST00414,PROD0129,Home,Germany,Europe,EUR,Mobile,Apple Pay,4,216.92,120.51,0.04
ORDGER0005880,07/06/2025,CUST00089,PROD0053,Electronics,Germany,Europe,EUR,Online,Card,2,912.33,457.88,0.17
ORDGER0005881,29/05/2025,CUST00304,PROD0118,Home,Germany,Europe,EUR,Online,Bank Transfer,5,350.07,169.27,0.21
ORDGER0005882,2025-06-03,CUST00334,PROD0014,Electronics,Germany,Europe,EUR,In-Store,Apple Pay,1,262.77,143.19,0.18
ORDGER0005883,2025-07-13,CUST00320,PROD0059,Electronics,Germany,Europe,EUR,Online,PayPal,7,1039.92,627.17,0.15
ORDGER0005884,2025-01-28,CUST00392,PROD0009,Electronics,Germany,Europe,EUR,In-Store,Cash,5,420.57,279.48,0.22
ORDGER0005885,04/11/2025,CUST00153,PROD0043,Electronics,Germany,Europe,EUR,In-Store,Apple Pay,7,2376.48,1293.93,0.12
ORDGER0005886,27/07/2025,CUST00416,PROD0094,Fashion,Germany,Europe,EUR,Online,Cash,2,350.97,174.22,0.3
ORDGER0005887,2025-02-11,CUST00122,PROD0059,Electronics,Germany,Europe,EUR,Online,Card,7,226.23,126.01,0.08
ORDGER0005888,2025-12-24,CUST00039,PROD0155,Beauty,Germany,Europe,EUR,Online,Apple Pay,7,137.99,50.62,0.02
ORDGER0005809,11/23/2025,CUST00174,PROD0040,Electronics,Germany,Europe,EUR,Mobile,Card,4,552.04,352.97,0.03
ORDGER0005889,02/22/2025,CUST00273,PROD0190,Sports,Germany,Europe,EUR,Online,Bank Transfer,7,106.34,57.06,0.12
ORDGER0005890,22/09/2025,CUST00357,PROD0070,Fashion,Germany,Europe,EUR,Online,Card,5,301.76,146.27,0.17
ORDGER0005891,11/25/2025,CUST00464,PROD0137,Home,Germany,Europe,EUR,Online,Card,5,101.38,47.02,0.21
ORDGER0005892,01/01/2025,CUST00008,PROD0177,Sports,Germany,Europe,EUR,In-Store,Bank Transfer,3,53.86,23.38,0.2
ORDGER0005893,2025-08-02,CUST00417,PROD0168,Beauty,Germany,Europe,EUR,Online,Apple Pay,9,167.44,72.49,0.23
ORDGER0005894,2025-12-30,CUST00329,PROD0163,Beauty,Germany,Europe,EUR,Online,Bank Transfer,1,159.46,76.34,0.11
ORDGER0005895,2025-04-21,CUST00450,PROD0112,Home,Germany,Europe,EUR,Online,Card,8,52.9,27.79,0.18
